2010-03-09,Ribizli,6800,,7040,,,,,,,,,,,680,,,,,,
2010-03-09,Ringló,980,,1200,,,,,,,,,,,,,,,,,
2010-03-09,Citrom,198,,500,,,398,,,380,,450,,399,,598,,148,,598,
2010-03-09,Narancs,149,,500,,168,,248,,180,,400,,198,,398,,148,,448,
2010-03-09,Mandarin,219,,698,,348,,499,,480,,580,,398,,598,,298,,648,
2010-03-09,Banán,280,,398,,198,,298,,200,,350,,298,,398,,180,,398,
2010-03-09,Sertéscomb,898,,1098,,938,,1140,,960,,1300,,990,,1050,,1000,,1300,
2010-03-09,Sertéskaraj,990,,1100,,1099,,1198,,1020,,1400,,1090,,1199,,998,,1400,
2010-03-09,Sertéslapocka,898,,1050,,938,,1140,,960,,1150,,990,,1020,,1000,,1300,
2010-03-09,Csirkecomb,399,,630,,568,,845,,600,,650,,499,,749,,580,,960,
2010-03-09,Csirkemell,730,,900,,948,,1360,,800,,1250,,899,,1100,,798,,1290,
2010-03-09,Marhalábszár,1390,,1590,,1498,,1758,,1600,,1890,,,1650,,,1500,,1800,
2010-03-09,Marhafelsál,1590,,1790,,1598,,1800,,1700,,1980,,,1950,,,1750,,1800,
2010-03-12,Sárgarépa,145,,248,,198,,300,,170,,200,,148,,298,,168,,300,
2010-03-12,Gyökér,200,,980,,498,,1000,,300,,680,,498,,880,,380,,750,
2010-03-12,Zeller(csomó),240,,498,,298,,600,,300,,400,,248,,398,,150,,200,
2010-03-12,Burgonya,80,,130,,98,,200,,100,,120,,128,,198,,68,,250,
2010-03-12,Vöröshagyma,148,,198,,168,,300,,128,,200,,148,,198,,100,,200,
2010-03-12,Paradicsom,199,,880,,448,,1200,,480,,980,,398,,1100,,200,,980,
2010-03-12,Paprika,299,,1200,,398,,1200,,480,,980,,698,,1100,,98,,980,
2010-03-12,Karfiol,198,,480,,480,,600,,400,,480,,398,,499,,198,,600,
2010-03-12,Karalábé (db),99,,198,,98,,240,,160,,180,,99,,198,,120,,200,
2010-03-12,Fejes káposzta,119,,148,,128,,400,,80,,150,,128,,180,,98,,200,
2010-03-12,Kelkáposzta,240,,340,,298,,500,,240,,400,,248,,298,,198,,380,
2010-03-12,Fejes saláta (db),100,,240,,170,,300,,,240,,,198,,248,,180,,250,
2010-03-12,Uborka,248,,798,,580,,800,,500,,680,,399,,880,,298,,800,
2010-03-12,Retek (csomó),50,,280,,59,,160,,100,,360,,128,,399,,60,,200,
2010-03-12,Spenót,298,,780,,,800,,,,800,,,,498,,,480,,800,
2010-03-12,Zöldbab,1480,,1680,,,,,,,,,,,198,,,,,,
2010-03-12,Tök,198,,1600,,,,,,240,,300,,,580,,,,1200,,
2010-03-12,Gomba,340,,1200,,298,,690,,480,,500,,480,,498,,398,,700,
2010-03-12,Alma,78,,300,,98,,380,,120,,400,,88,,380,,68,,300,
2010-03-12,Körte,198,,580,,298,,680,,360,,580,,398,,680,,98,,698,
2010-03-12,Szőlő,398,,1200,,720,,1200,,500,,1180,,598,,1180,,480,,1200,
2010-03-12,Földieper,550,,1600,,998,,1950,,,1200,,,698,,1580,,680,,1560,
2010-03-12,Málna,6400,,11040,,,,,,,,,,,,,,,10000,,
2010-03-12,Sárgadinnye,850,,980,,,,,,,780,,,,599,,,300,,648,
2010-03-12,Őszibarack,700,,1380,,,,,,,,,,,,,,,1200,,
2010-03-12,Ribizli,6800,,7840,,,,,,,,,,,680,,,,7920,,
2010-03-12,Ringló,980,,998,,,,,,,,,,,,,,,,,
2010-03-12,Citrom,148,,500,,,398,,,380,,450,,399,,598,,98,,598,
2010-03-12,Narancs,149,,480,,168,,248,,180,,400,,198,,398,,148,,448,
2010-03-12,Mandarin,149,,598,,298,,499,,480,,580,,398,,598,,248,,648,
2010-03-12,Banán,248,,398,,198,,298,,200,,350,,298,,398,,180,,398,
2010-03-12,Sertéscomb,898,,1098,,938,,1140,,960,,1300,,990,,1050,,1000,,1300,
2010-03-12,Sertéskaraj,990,,1100,,1099,,1198,,1020,,1400,,1090,,1199,,998,,1400,
2010-03-12,Sertéslapocka,898,,1050,,938,,1140,,960,,1150,,990,,1020,,1000,,1300,
2010-03-12,Csirkecomb,399,,630,,568,,835,,600,,650,,499,,749,,580,,960,
2010-03-12,Csirkemell,730,,900,,948,,1360,,800,,1250,,899,,1100,,798,,1290,
2010-03-12,Marhalábszár,1390,,1590,,1498,,1758,,1600,,1890,,,1650,,,1350,,1800,
2010-03-12,Marhafelsál,1590,,1790,,1598,,1800,,1700,,1980,,,1950,,,1750,,1800,
2010-03-16,Sárgarépa,128,,248,,198,,300,,170,,200,,148,,298,,120,,300,
2010-03-16,Gyökér,200,,798,,498,,1000,,300,,680,,498,,880,,298,,800,
2010-03-16,Zeller(csomó),248,,498,,248,,600,,300,,400,,248,,398,,150,,200,
2010-03-16,Burgonya,80,,120,,98,,180,,100,,120,,128,,198,,98,,200,
2010-03-16,Vöröshagyma,148,,198,,168,,300,,128,,200,,148,,198,,148,,200,
2010-03-16,Paradicsom,200,,1180,,498,,1200,,500,,1280,,398,,1100,,98,,980,
2010-03-16,Paprika,299,,1200,,598,,1000,,580,,980,,698,,1100,,198,,980,
2010-03-16,Karfiol,480,,500,,470,,600,,,480,,,398,,499,,198,,498,
2010-03-16,Karalábé (db),120,,200,,138,,200,,160,,180,,99,,198,,80,,200,
2010-03-16,Fejes káposzta,119,,148,,128,,400,,160,,180,,128,,180,,98,,200,
2010-03-16,Kelkáposzta,240,,249,,298,,500,,,240,,,248,,298,,248,,400,
2010-03-16,Fejes saláta (db),100,,250,,200,,280,,,240,,,198,,248,,100,,250,
2010-03-16,Uborka,298,,798,,698,,900,,,680,,,399,,880,,498,,800,
2010-03-16,Retek (csomó),40,,170,,250,,450,,120,,150,,128,,399,,60,,160,
2010-03-16,Sóska,700,,800,,880,,1000,,,,,,,598,,,600,,800,
2010-03-16,Spenót,398,,780,,,600,,,,,,,,498,,,498,,900,
2010-03-16,Tök,198,,1600,,,,,,300,,400,,,580,,,,1200,,
2010-03-16,Gomba,398,,1000,,428,,600,,360,,480,,480,,498,,398,,700,
2010-03-16,Alma,78,,360,,98,,380,,120,,400,,88,,380,,98,,298,
